id,txt
23111,"查埔囡仔 疑似 遭 前翁 家暴 老母 陳情"
23112,"民視新聞報導"
23113,"彰化 一名 離婚的 女性 ，"
23114,"著急的 向 縣議員 陳情 ，"
23115,"講 伊 五歲 的 囡仔 ，"
23116,"長期 受著 前翁 家暴 ，"
23117,"兩年前 向 社會局 求助 ，"
23118,"毋過 社會局 攏無 進行 安置 ，"
23119,"這位 媽媽講 囡仔 長期 受著 家暴 ，"
23120,"生性 變甲 勼勼 。"
23121,"囡仔的 老母 哭呻講 ，"
23122,"當時 干焦 三歲 的 囡仔 ，"
23123,"頭 、 手 、 尻脊骿 被拍甲 遍體鱗傷 ，"
23124,"社會局 煞共 囡仔的 監護權 交予 前翁 ，"
23125,"當時 伊 提出 強烈 質疑 ，"
23126,"伊的 前翁 煞講 囡仔 是 家己 跋倒 。"
23127,"兩年來 伊 欲愛 轉去 輯 囡仔 ，"
23128,"煞攏被 前翁 拒絕 。"
23129,"厝邊 共伊講 囡仔 丟丟 被 一个人 擲佇厝 ，"
23130,"這个 疑似 家庭 暴力的 個案 ，"
23131,"兩年前 都已經 通報 社會局 ，"
23132,"媽媽 認為 社工 用 電話訪問 取代 家庭訪問 ，"
23133,"不斷 質疑 社工單位 傷潦草 。"
23134,"大肚溪 污染 戴奧辛 超過 二點五倍"
23135,"民視新聞報導"
23136,"彰化縣 大肚溪 保護區 遇著 重金屬 塗粉 污染 ，"
23137,"和 戴奧辛 超過 標準 二點五倍 ，"
23138,"新 超過 標準 一百倍 ，"
23139,"學者 黃犯將 進行過 調查 ，"
23140,"污染 面積 闊到 三公頃 ，"
23141,"立委 黃淑瑛 邀集 相關單位 開記者會 ，"
23142,"無想著 環保署 佮 水利署 竟然 互相 卸責任 ，"
23143,"⿰啥人嘛毋肯 出面 處理 ，"
23144,"眼前的 遮的 重金屬 塗粉 ，"
23145,"攏是 煉鋼廠 惹的禍 ，"
23146,"邊仔 猶有人 佇 釣魚 ，"
23147,"這个 保護區 ，"
23148,"猶有 水鳥 、 白扇仔 、 蚵仔 頂 海條 生物 ，"
23149,"學者 共 含毒 塗粉 送去 檢驗 ，"
23150,"發現 戴奧辛 超過 標準 二點五倍 ，"
23151,"重金屬 鉛 超過 標準 十七倍 ，"
23152,"新 含量 竟然 超過 標準 一百倍 。"
23153,"民進黨 立委 黃淑瑛 要求 相關單位 ，"
23154,"大肚溪 被污染个 所在 ，"
23155,"愛較緊 規劃做 打揲 場地 ，"
23156,"若無 規个 食物鏈 攏會 慘遇 毒害 。"
23157,"越南籍 查埔 打劫 同鄉 假仙 受害"
23158,"民視新聞報導"
23159,"一名 半工半讀 的 越南籍 姓阮 查埔 ，"
23160,"由於 最近 苦無 做散工 機會 ，"
23161,"佇 無 收入的 情形下 ，"
23162,"伊 夥同 朋友 打劫 家己的 三名 室友 ，"
23163,"後來 擔心 拍生驚 ，"
23164,"姓阮 查埔 佇 強劫賊 入門 了後 ，"
23165,"猶一度 假仙做 受害者 ，"
23166,"刁工愛 厝頭家 協助 報警 ，"
23167,"結果 被 警方 看迵 ，"
23168,"臺北市 大同區 重慶北路 小巷內 ，"
23169,"五 、 六名 頭戴 帽仔 的 越南籍 查埔 ，"
23170,"規篷人 過通關 囂俳 搶奪 ，"
23171,"攑刀 的 越南籍 匪徒 ，"
23172,"洗劫 三名 仝款佇 偌凶 的 越南 學生 ，"
23173,"被害人 乖乖 提出 四萬幾箍 現金 ，"
23174,"原來 規个 搶案 是 第四的 室友 創空 ，"
23175,"內神通外鬼 夥同 外人 搶 家己人 ，"
23176,"被掠轉 警察局 煞 嚇得 規身軀 皮皮掣 ，"
23177,"策畫 搶案 的 兩人 過期枝流 閣 非法做散工 ，"
23178,"上尾 可能著 面臨 遣送 命運 。"
23179,"茭白筍園 飼 泰國鯰 清除 福壽螺"
23180,"民視新聞報導"
23181,"南投縣 魚池鄉 是 茭白筍 第二大 產地 ，"
23182,"為著 壓制 福壽螺 對 茭白筍 的 危害 ，"
23183,"魚池鄉公所 買來 五千尾 泰國鯰 ，"
23184,"配值予 產銷班 農民 ，"
23185,"希望 借著 生物 防治 方式 消除 病蟲害 ，"
23186,"生產 安全 無農藥 殘留的 茭白筍 。"
23187,"農民 有的 開車 ，"
23188,"有的 騎⿰オ－ト⿰バイ ，"
23189,"載著 塑膠桶 來裝 泰國鯰 ，"
23190,"攏是 欲 提到 家己 茭白筍園 放飼 ，"
23191,"為著 減少 福壽螺 對 茭白筍 作物的 損害 ，"
23192,"魚池鄉公所 爭取 三十萬 經費 ，"
23193,"買 五千尾 泰國鯰 ，"
23194,"配值予 在地 產銷班 農民 ，"
23195,"透過 一物剋一物 的 特性 ，"
23196,"予 泰國鯰 來 食了 福壽螺 ，"
23197,"鄉公所 表示 早期 是 放飼 烏鰡 ，"
23198,"不過 成本懸 拄著 水田 焦考 都會 死亡 ，"
23199,"泰國鯰 價數 俗 耐苦扞 ，"
23200,"放飼 一個月 會使 食掉 四百粒 福壽螺 ，"
23202,"清除 茭白筍園 福壽螺 ，"
23203,"予 茭白筍 收成 增加 。"
23204,"二十萬戶 無替 保證金 中華電信 遭批"
23205,"民視新聞報導"
23206,"佇 二空空一年 以前 申請 中華電信 的 手機 ，"
23207,"當初 辦理 門號 需要繳 兩千 九百箍 保證金 ，"
23208,"中華電信 表示 對 二空空四年 開始 ，"
23209,"陸續 通知 用戶 辦理 退費 ，"
23210,"到今 猶有 二十萬 用戶 無 退款 ，"
23211,"中華電信 手機 十年 以上的 老客戶 ，"
23212,"攏想知影 通毋通 辦理 保證金 退費 ，"
23213,"一寡人 透早 都較緊到 櫃檯 詢問 ，"
23214,"有相𫝛 疑問的 人 要袂少 ，"
23215,"中華電信 當初佇 二空空一年 以前 ，"
23216,"攏總 三百萬 用戶 繳了 兩千 九百箍 保證金 ，"
23217,"後來 電信業者 愈來愈濟 ，"
23218,"保證金 已經 無收押 ，"
23219,"另外 對 二空空四年 開始 通知 用戶 退款 ，"
23220,"毋過 到這馬 七年 矣 ，"
23221,"猶是有 二十萬 用戶 無 退款 ，"
23222,"總金額 懸到 五點八億 ，"
23223,"雖然 中華電信 掛保證 講 ，"
23224,"這筆 保證金 絕對袂 無影跡消息 ，"
23225,"陸續 會用 簡訊 通知 用戶 ，"
23226,"毋過 按呢的 辦事 效率 遭人 批評 傷被動 。"
23227,"年薪趁 兩千萬 竟然 通退稅"
23228,"民視新聞報導"
23229,"臺灣 貧富差距 到底 有偌大 ？"
23230,"財政部 上新 統計 兩者 相差 二十八倍 ，"
23231,"而且 這十年來 ，"
23232,"上班族 薪水 丹丹 增加 一百 三十二箍 ，"
23233,"猶有 較譀古 的 情形 ，"
23234,"有人 年薪 兩千萬 ，"
23235,"毋但 毋免 補繳 稅金 ，"
23236,"而且 猶會通 退稅 ，"
23237,"按呢的 消息 聽佇 民眾 耳內 ，"
23238,"真的 很諷刺 ，"
23239,"髮廊 員工 對 早起 九點 上班 ，"
23240,"工作到 暗時 七點 ，"
23241,"十年來 月給 攏干焦 兩萬外 ，"
23242,"毋過 九位 年所得 超過 五百萬 的 有錢人 ，"
23243,"遮的人 毋免 補稅 猶會使 退稅 ，"
23244,"會計師 講 這是 有錢人 避稅有道 ，"
23245,"有錢人 節稅 方式 足濟 ，"
23246,"利用 捐款 、 醫療費用 申報 、"
23247,"保險 抑是 厝宅 貸款 支出 ，"
23248,"每年 收入 兩千萬 煞會使 退稅 ，"
23249,"一般 上班族 每趁 一百箍 ，"
23250,"都有 十四箍 愛繳稅 ，"
23251,"小百姓 心內 真的 真毋是 滋味 。"
23252,"日本 三一一 強震 滿月 舉國 默哀"
23253,"民視新聞報導"
23254,"一個月前 的 今仔日 ，"
23255,"日本 發生了 史上 上大的 九點零 強震 ，"
23256,"臺灣時間 的 下晡 一點 四十六分 ，"
23257,"這嘛是 日本 大地動 發生的 仝一時刻 ，"
23258,"日本 各地 今仔日 舉行了 默哀儀式 。"
23259,"全國 各地 供螺聲 響起 ，"
23260,"代表著 三一一 彼一工 地動 時刻 來到 ，"
23261,"所有 民眾 放落 手邊的 代誌 ，"
23262,"舉國 向頭 吊唸 罹難者 ，"
23263,"上新 確定的 死亡 人數 一萬 三千 一百 十六 人 ，"
23264,"目前 猶有 一萬 死清 三百 七十七 人 失蹤 ，"
23265,"兩者 加起來 突破 兩萬 七千 人 。"
23266,"佇 地動 拄好 滿月 時刻 ，"
23267,"家園 重建的 路 才拄欲 開始 ，"
23268,"日本 各災區 的 組合厝 拄佇 加緊 趕工 ，"
23269,"為著 解決 災民 蹛的 問題 ，"
23270,"日本首相 嘛佇 十號 三度 視察 災區 ，"
23271,"承諾 會起 七萬棟 的 組合厝 予 災民 蹛 。"
23272,"十二歲 少年 偷 ⿰オ－ト⿰バイ 開鎖 老爸 教的"
23273,"民視新聞報導"
23274,"臺中市 一名 外號 「 紅龜 」 的 十二歲 姓紅 查埔囡仔 ，"
23275,"夥同 外號 「 廖添丁 」 的 姓游 少年 ，"
23276,"頂日 偷提 兩台 ⿰オ－ト⿰バイ ，"
23277,"騎⿰オ－ト⿰バイ 去 會見 女網友 時 遭 警方 逮捕 ，"
23278,"姓紅 查埔囡仔 向 警方 供稱 ，"
23279,"偷 ⿰オ－ト⿰バイ 技術 是 老爸 落監 進前 教伊的 ，"
23280,"予 警方 相當 驚疑 ，"
23281,"偵訊 以後 按照 竊盜罪 ，"
23282,"共 𪜶 移送 少年法庭 審理 。"
23283,"「 紅龜 」 佮 「 廖添丁 」 去著 偷來的 ⿰オ－ト⿰バイ ，"
23284,"一路 對 大甲 走到 太平 去揣 網友 ，"
23285,"毋過 「 紅龜 」 的 漢草 實在 傷細 ，"
23286,"去著 五十 CC 的 ⿰オ－ト⿰バイ 猶著 躡著 跤尾 ，"
23287,"引起 警方的 注意 。"
23288,"警方 發現 職兩个 少年 ，"
23289,"𪜶 靠著 一把 玻璃門 鎖匙 ，"
23290,"輕耍的 拍開 ⿰オ－ト⿰バイ 車鎖 ，"
23291,"而且 予 警方 感覺 不可思議 的 是 ，"
23292,"開鎖 技術 竟然是 老爸 教的 ，"
23293,"這兩个 少年 厝蹛佇 進前的 外埔鄉 ，"
23294,"攏來自 單親家庭 ，"
23295,"老爸 嘛 攏因為 案件 落監 。"
23296,"國道三號 走山 無 人為疏失 學者 批評"
23297,"民視新聞報導"
23298,"舊年 國道三號 大崩山 造成 四人 死亡 悲劇 ，"
23299,"事發 倚欲 一年以後 ，"
23300,"交通部 的 調查報告 指出 出事 原因 ，"
23302,"完全無 提到 人為疏失 ，"
23303,"對 這个 結果 罹難者 家屬 無法接受 ，"
23304,"有 學者 批評 報告 避重就輕 ，"
23305,"當初 設計 都是 有問題 ，"
23306,"北二高 幫和 難逃 人為疏失 。"
23307,"舊年 四月 國道三號 七堵段 大崩山 ，"
23308,"奪走 四條 人命 ，"
23309,"交通部 委託 大地工程學會 進行 調查 ，"
23310,"報告 內面 無提到 人為疏失 ，"
23311,"嘛 無講著 行政疏失 ，"
23312,"攏是 地下水 佮 嚴定 腐蝕 惹的禍 ，"
23313,"按呢的 結論 難以說服 其他 學者 。"
23314,"罹難者 家屬 難以接受 交通部 的 說詞 ，"
23315,"痛失 愛女 的 李爸爸 表示 不滿 ，"
23316,"吳敦義 當初 壅引 伊會 妥善 處理 ，"
23317,"舊年 行政院 閣講 國賠 金額 傷懸 做旅遊 拒絕 ，"
23318,"四名 死者 的 國賠 猶是 無下落 。"
23319,"軍機 試航 噪音 驚死 六十 鵝群"
23320,"民視新聞報導"
23321,"昨日 的 漢光演習 ，"
23322,"佇 國道一號 麻豆 戰備跑道 進行 ，"
23323,"附近的 鵝農 ，"
23324,"為著 做好 防範 措施 ，"
23325,"演習前 攏佇 鵝舍 內面 大聲 播放 音樂 ，"
23326,"刁工 共 音量 條懸 予 鵝群 「 適應 環境 」 ，"
23327,"只是 無想到 演習的 前一工 ，"
23328,"軍方 先做 試航 ，"
23329,"軍機 飛行 的 噪音 ，"
23330,"攏總 驚死 超過 六十 隻 鵝 。"
23331,"鵝農 為著 這擺 漢光演習 ，"
23332,"鵝舍 事先 播放著 音樂 佮 廣播 ，"
23333,"予 鵝群 會使 適應 吵雜 環境 ，"
23334,"毋過 無想到 猶是 白了工 ，"
23335,"有一寡 鵝 當場 被驚死 ，"
23336,"有一寡 鵝 是 受了傷 ，"
23337,"軍方 表示 十一號 的 試飛 ，"
23338,"軍機 並無 起飛 落地 ，"
23339,"無想到 鵝 猶是 受著 拍驚 死亡 ，"
23340,"𪜶 會 派人 前往 了解 查看 如何 善後 。"
23341,"載豬車 翻反 大豬公 屏東 踅大街"
23342,"民視新聞報導"
23343,"屏東 十二號 暗時的 街頭 演了 一場 掠豬 大戰 ，"
23344,"載滿 豬隻 的 大貨車 撞著 分隔島 了後 翻反 ，"
23345,"車頂 九十外隻 豬 佇 籠仔內 跋做規陣 ，"
23346,"有的 走出來 四界亂竄 ，"
23347,"業者 趕緊 叫 十外名 同業 幫忙 掠豬 ，"
23348,"好佳哉 大大箍箍 的 大豬公 走袂緊 ，"
23349,"無到 一點鐘 都 通通 攏被 掠轉來 ，"
23350,"十二號 暗時 倚欲 十點 ，"
23351,"屏東 街頭 上演 一場 掠豬 大作戰 ，"
23352,"現場 豬隻 的 叫聲四起 ，"
23353,"豬群 佇 路頂 亂竄 ，"
23354,"來 幫忙 掠豬的 飼豬業者 兵分多路 ，"
23355,"無閒甲 不可開交 。"
23356,"原來是 載滿 豬隻 的 大貨車 ，"
23357,"撞著 分隔島 翻反 ，"
23358,"貨車 頂層 的 豬隻 走出來 踅大街 ，"
23359,"對 監視器 畫面 會使 看著 ，"
23360,"豬隻 佇 車陣內 亂竄 ，"
23361,"突然 出現的 豬隻 踅大街 ，"
23362,"予 路過的 民眾 感覺 真驚疑 ，"
23363,"好佳哉 豬隻 因為 閣肥閣重 走袂遠 ，"
23364,"無到 一點鐘 ，"
23365,"遮的 豬隻 都 通通 掠轉來 ，"
23366,"結束 這場 掠豬 大作戰 。"
23367,"偷車賊 轉偷 民生用品 細 倉庫 囤貨"
23368,"民視新聞報導"
23369,"物價 連紲的 中懸 ，"
23370,"賊車 集團 這馬 嘛 改行 偷 民生用品 ，"
23371,"新北市 新莊 警方 破獲 一个 竊盜集團 ，"
23372,"三個月前 因為 偷車 解體 被掠 三名 嫌犯 ，"
23373,"無想著 𪜶 不知悔改 ，"
23374,"這回 轉偷 快 銷贓 的 民生用品 ，"
23375,"而且 細了 一个 倉庫 囤囥 賊仔貨 準備 販賣 ，"
23376,"嫌犯 落手 偷 滿在 民生物品 的 小貨車 ，"
23377,"原本 偷車 解體 銷贓 的 案件 猶除 訴訟 ，"
23378,"被交保 的 三名 原班人馬 ，"
23379,"這回 共 歪心肝 ，"
23380,"動到了 貨車內 的 民生 日用品 。"
23381,"歹-徒 相準 物價 中懸 有利頭 ，"
23382,"連車帶貨 得手 了後 ，"
23383,"貨車 直接 挕捒 ，"
23384,"嫌犯 嘛 細了 一个 大型 倉庫 ，"
23385,"寄囥 偷來的 飲料 餅乾 等等 民生用品 ，"
23386,"其中 部份 賊仔貨 已經 賣掉 ，"
23387,"倉庫 內面 猶有 價值 一百萬 的 賊仔貨 。"
23388,"楊志良 曝料 署立醫院 貪污 弊案"
23389,"民視新聞報導"
23390,"等任 衛生署長 楊志良 十三號 上 廣播節目 ，"
23391,"繼續 曝料 署立醫院 採購 貪污 弊案 ，"
23392,"楊志良 指出 包括 院長 出席 餐會 攏有 行情 ，"
23393,"明明 任期 只有 三年 ，"
23394,"竟然 簽落 十年 採購 合約 明顯 無合理 ，"
23395,"伊 痛批 院長 月給 已經 懸到 五十萬 ，"
23396,"要欲 貪汙 實在 不可 原諒 。"
23397,"伊講 有的 醫生 毋但 詐領 健保費 ，"
23398,"猶有 不當 開刀 詐領 健保 給付 ，"
23399,"有的 院長 佇 採購上 提回哭 ，"
23400,"甚至 猶共 醫院的 土地 交予 器材商 使用 。"
23402,"出國旅遊 嘛有 廠商 付錢 ，"
23403,"嬰仔牛奶粉 嘛 全部 免錢 ，"
23404,"楊志良 痛批 遮的 院長 年薪 四十萬 、 五十萬 ，"
23405,"有 退休金 的 保障 要 貪污 實在 不可 原諒 。"
23406,"遮的 曝繚 予 現任 署長 邱文達 毋知影 按怎講 ，"
23407,"楊志良 撠開 署立醫院 烏暗 鑢帽 ，"
23408,"為何 伊 無愛 佇 任內 按呢做 ，"
23409,"只會通 等 楊志良 當面 回應 才有 答案 。"
23410,"睏眠 障礙 全臺灣 六百萬人 喝岢"
23411,"民視新聞報導"
23412,"足濟人 攏余 失眠的 經驗 ，"
23413,"所謂的 失眠 包括余 袂當入眠 ，"
23414,"瑜一寡 時陣 是 時睏時醒 ，"
23415,"或者是 睏眠 無深 抑是 無穩定 ，"
23416,"這款 現象 除 醫學上 被稱做 睏眠障礙 ，"
23417,"根據 統計 臺灣 這馬 每四個人 ，"
23418,"都瑜 一个人 瑜 睏眠障礙 的 問題 ，"
23419,"餘時陣 因為 睏眠 環境 品質無好 ，"
23420,"麻會 產生 睏眠 障礙 ，"
23421,"到底 睏眠障礙 按怎 定義 ，"
23422,"這馬余 醫院 成立 睏眠 實驗室 ，"
23423,"會使 幫 逐家 評估 睏就 好毋好 。"
23424,"瑜 心臟病 、 高血壓 、 糖尿病 ，"
23425,"甚至是 憂鬱症 的 人 ，"
23426,"可能 攏餘 睏眠障礙 的 問題 ，"
23427,"醫生 建議 餘 睏眠障礙 的 患者 ，"
23428,"睏眠的 房間 的 光線 、 色彩 、 溫度 ，"
23429,"都和 睏去時 的 聲音 、 眠床 四序度 ，"
23430,"攏愛 特別 調整到 上四序 的 狀態 ，"
23431,"另外 睏朱 攏愛 盡量 放鬆 ，"
23432,"若準 猶是 無效果 ，"
23433,"閣 尋求 睏眠 實驗室 的 治療 。"
23434,"環保團體 呼籲 廢核 鑿破 經濟部 白賊話"
23435,"民視新聞報導"
23436,"核能發電 安全 議題 繼續 延燒 ，"
23437,"十五號 環保團體 到 經濟部 呼籲 廢核 ，"
23438,"經濟部 講 若準 無 核能發電 ，"
23439,"臺灣 三分之一 的 產業 攏愛 外移 的 講法 ，"
23440,"環保團體 認為 根本 都是 白賊話 ，"
23441,"𪜶 除了 鑿破 經濟部 的 講法 之外 ，"
23442,"猶走到 經濟部 頂樓 ，"
23443,"掛上 經濟部 講白賊 的 布條 ，"
23444,"環保團體 走到 經濟部 門口 抗議 ，"
23445,"認為 經濟部 利用 無 核電 產業 會外移 的 蔗口 ，"
23446,"根本是 除 恐喝 納稅 人民 ，"
23447,"提起 一个一个 經濟部 講法 的 汽球 鑿破 ，"
23448,"核能電廠 若準 停工 ，"
23449,"民眾的 電費 是毋是 會增加 ，"
23450,"環保團體 提出來 誠濟 數據 ，"
23451,"證明 經濟部 講白賊話 ，"
23452,"𪜶 抗議 經濟部 護航 核能電廠 ，"
23453,"煞無法 提出 安全 措施 ，"
23454,"環保團體 佇 經濟部 頂樓 ，"
23455,"掛上 經濟部 講 白賊話 的 布條 ，"
23456,"予 現場 維護 秩序的 員警 攏戇去矣 。"
23457,"南化水庫 積踢 軍方 加入 清理"
23458,"民視新聞報導"
23459,"舊年 風颱 予 南化水庫 積踢 嚴重 ，"
23460,"軍方 投入 兵力 參與 清理 ，"
23461,"調派 六台 怪手 支援 ，"
23462,"今仔日 臺南市長 賴清德 專工 前來 慰勞 ，"
23463,"軍方 案 五月底 清除 八萬 立方公尺 的 土方 ，"
23464,"賴清德 嘛呼籲 相關單位 研擬 閣較 科學 ，"
23465,"閣較 有效的 清除 積踢 方式 。"
23466,"八八風災 予 南化水庫 積踢 嚴重 ，"
23467,"影響著 水庫的 蓄水量 ，"
23468,"軍方 投入 兵力 清理 積踢 ，"
23469,"攏總 動員 七十九名 士兵 、 六台 怪手 ，"
23470,"按 兩個月 以內 挖除 八萬 立方公尺 ，"
23471,"紲落 換 自來水公司 繼續 ，"
23472,"按 六月底前 閣 清除 七萬 立方公尺 ，"
23473,"三個月 按 清理 十五萬 立方公尺 。"
23474,"目前 南化水庫 積踢亮 ，"
23475,"攏總 四千 七百 五十二萬 立方公尺 ，"
23476,"按照 現階段 清除 方式 ，"
23477,"超過 一百年 嘛 無辦法 清理完 水庫的 積踢 。"
23478,"賴清德 呼籲 民眾 除了 節約用水 ，"
23479,"嘛希望 相關單位 揣出 較 科學 ，"
23480,"閣較 有效率的 方式 解決 水庫的 積踢 問題 。"
23481,"水庫 啟動 人造雨 落雨 效果 有限"
23482,"民視新聞報導"
23483,"鋒面 影響 十七號 中部 以北 落目𥍉久雨 大雨 ，"
23484,"為著 增加 雨量 ，"
23485,"水利署 佇 四个 水庫 進行 人造雨 作業 ，"
23486,"毋過 集水區 落雨 要閣無濟 ，"
23487,"人造雨 的 效果 猶是 有限 ，"
23488,"四月起 實施的 暗時 減壓 供水 ，"
23489,"按 二十一號 閣開會 是毋是 進入 第二階段 限水 ，"
23490,"今年 春雨 真少 水庫 霆水螺 ，"
23491,"桃園 石門水庫 佮 新竹 寶二水庫 水量 ，"
23492,"蓄水量 賰 百分之 三十六 ，"
23493,"苗栗 明德水庫 佮 鯉魚潭水庫 ，"
23494,"蓄水量 嘛干焦 百分之 四十五 ，"
23495,"趁著 這陣 鋒面 報到 ，"
23496,"水利署 佇 嚴重 欠水的 四个 水庫 ，"
23497,"啟動 地面 人造雨 作業 ，"
23498,"可惜 對 集水區 的 幫助 無大 ，"
23499,"目前 對 桃園 到 彰化 ，"
23500,"已經 實施 第一階段 暗時時段 減壓 供水 ，"
23502,"民眾 生活 嘛 受著 影響 。"
23503,"歌仔戲曲 做 鐘聲 學生 落句順脆"
23504,"民視新聞報導"
23505,"彰化縣 埔心鄉 舊館村 舊館小學 ，"
23506,"綿爛 推廣 傳統戲曲 ，"
23507,"學校的 上課 、 下課 鐘聲 ，"
23508,"攏 改造了 歌仔戲 的 曲調 ，"
23509,"學生 久來 ，"
23510,"攏 自然得 會唱 歌仔戲 ，"
23511,"和 臺語 嘛攏 講甲 真滑抽 。"
23512,"下課 鐘聲 開始響 ，"
23513,"學生 對 教室 走出來 𨑨迌 ，"
23514,"毋過 學校 鐘聲 聽起來 無仝款 ，"
23515,"你 聽著的 都是 歌仔戲曲 七字仔掉 ，"
23516,"埔心鄉 舊館村 舊館國小 的 囡仔𪜶 ，"
23517,"這馬 攏是 落句順喙 ，"
23518,"下課 鐘聲 改造了 七字仔掉 ，"
23519,"老師講 學生 真自然 融入 傳統戲曲 ，"
23520,"學生講 用 歌仔戲 做 鐘聲 好處濟濟 。"
23521,"當然 ， 𪜶的 上課 鐘聲 嘛 真特別 ，"
23522,"用的是 歌仔戲曲 的 都馬調 ，"
23523,"這馬 舊館國小 的 學生𪜶 ，"
23524,"隨時 攏會使 哼上 一兩句 歌仔戲曲 ，"
23525,"成做 這个 學校 上大的 特色 。"
23526,"銃 走火 拍傷 同伴 謊報 較車族 所灶"
23527,"民視新聞報導"
23528,"高雄 一名 姓黃 查埔 十工前 遇著 銃擊 ，"
23529,"當時 在場的 朋友 猶向 媒體 投訴 ，"
23530,"講是 被 路過的 較車族 開銃 拍傷 ，"
23531,"警方 煞發現 𪜶 口供 話縫百出 ，"
23532,"突破 心防 才知影 ，"
23533,"根本是 家己咧 提出 銃枝 、 銃子 時陣 ，"
23534,"銃枝 走火 才 拍傷 同伴 ，"
23535,"毋是 較車族 所做 。"
23536,"遇著 銃擊的 傷者 倒佇 病床頂 ，"
23537,"伊 的 朋友 對 媒體 講 被 較車族 攻擊 ，"
23538,"不過 警方 調閱 監視器 畫面 ，"
23539,"案發 前後的 四點鐘 之內 ，"
23540,"根本 無看著 較車族 身影 ，"
23541,"進一步 調查 傷者 佮 仝陣 當時的 行蹤 ，"
23542,"發現 𪜶是 佇 另外 一个 地點 啉酒 ，"
23543,"猶 開著 家己的 車 ，"
23544,"共 岫著 銃傷的 朋友 送醫 ，"
23545,"𪜶 為著 誤導 警方 辦案 方向 講白賊 ，"
23546,"嘛為著 脫罪 ，"
23547,"警方 抐筋絡 查明真相 以後 ，"
23548,"按照 違反 銃泡彈藥都枝 管制條例 、"
23549,"和 牽磕 誣告罪 移送法院 。"
23550,"臺灣 第一 苦旦 廖瓊枝 的 故事"
23551,"民視新聞報導"
23552,"講著 歌仔戲 的 第一 小生 ，"
23553,"多數人 一定 想著 楊麗花 ，"
23554,"提到 歌仔戲 的 第一 苦旦 ，"
23555,"藝文界 一致 公認的 人選 ，"
23556,"都是 已經 七十外歲 的 廖瓊枝 ，"
23557,"伊 苦慼的 唱掉 ，"
23558,"猶捌 予 德國的 文化局 官員 ，"
23559,"聽到 上尾 當場 滴目屎 。"
23560,"一九三五年 佇 基隆 出四个 廖瓊枝 是 私生女 ，"
23561,"生母 以及 外公 、 外媽 ，"
23562,"佇 伊 十四歲 以前 先後 過身 ，"
23563,"孤苦一人 的 伊 只好 委身 歌仔戲班 ，"
23564,"猶差淡仔 被 賣到 查某間 ，"
23565,"後來 廖瓊枝 靠著 獨特 的 「 苦旦 哭腔 」 ，"
23566,"佇 歌仔戲 演藝上 沓沓 拍響名號 ，"
23567,"早年 廖瓊枝 感情的 無順穗 ，"
23568,"予 伊 唱起 「 王寶釧 」 、 「 祝英台 」 ，"
23569,"更加的 撼動人心 ，"
23570,"這个 禮拜日 的 臺灣演義 ，"
23571,"娶大家 做伙來聽 ，"
23572,"廖瓊枝 如何 成做 「 臺灣 第一 苦旦 」 的 故事 。"
23573,"上害 時刻 已過去 福島 危機 趨勻"
23574,"民視新聞報導"
23575,"日本 福島 第一 核電廠 ，"
23576,"爆發 核災 超過 一個月 ，"
23577,"這馬 狀況 總算 沓沓仔 穩定 ，"
23578,"頭先是 第二號機 的 高濃度 輻射 積水 ，"
23579,"對 十九號 開始 已經 正式 進行 移除 作業 ，"
23580,"頂日 法國 核能 設備 大廠 ，"
23581,"嘛提出 技術 協助 去除 輻射 積水 ，"
23582,"國際原子能總署 表示 危機 趨勻 ，"
23583,"福島 核能電廠 上害 的 時刻 已經 過去 ，"
23584,"電廠 六萬 七千 五百擋 的 高濃度 輻射 積水 ，"
23585,"阻礙 福島 第一 核能電廠 的 搶修 工作 ，"
23586,"日本 東京電力公司 開始 抽除 第二號機 渦輪室 ，"
23587,"猶有 直坑內 的 積水 ，"
23588,"毋過 高濃度 輻射 污染水 猶原 足濟 ，"
23589,"東京電力 得著 法國 核能 設備 大廠 的 協助 ，"
23590,"這討 淨水系統 ，"
23591,"一工 大約 處理 一千 兩百擋 的 輻射 垃圾水 ，"
23592,"預計 這討 系統 六月 了後 都會使 啟動 ，"
23593,"欲共 抽出的 輻射 積水 ，"
23594,"經過 淨化 處理 去除 輻射 ，"
23595,"閣重新 送回 核反應爐 內面 冷卻 爐心 ，"
23596,"國際原子能總署 肯定 福島 核能電廠 沓沓 穩定 。"
23597,"保生大帝 文化祭 藝閣 鼓陣 鬧熱滾滾"
23598,"民視新聞報導"
23599,"臺北市 的 百年 古廟 保安宮 ，"
23600,"為著 慶祝 保生大帝 聖誕 ，"
23602,"藝閣 、 鼓陣 鬧熱滾滾 ，"
23603,"猶邀請 東南亞 的 保生大帝廟 做伙鬥鬧熱 ，"
23604,"馬來西亞 麻六甲 的 臺灣裔 拿督 ，"
23605,"嘛特別 來感受 臺灣 鬧熱的 傳統祭典 。"
23606,"農曆 三月 十五號 是 保生大帝 的 聖誕 ，"
23607,"廟方 舉辦 二空一一 亞太 保生文化祭 ，"
23608,"這擺 慶典 上特殊的 ，"
23609,"就是 邀請 新加坡 、 菲律賓 頂 所在的 保生大帝廟 參加 ，"
23610,"馬來西亞 麻六甲 的 臺灣裔 拿督 汪金海 ，"
23611,"嘛 受邀 擔任 獻祭官 。"
23612,"日本 最近 拄著 地動 朱哪物 天災 ，"
